2017-08-22 15:01:55,661 INFO: android_total=88, ios_total=12, android_error=37, ios_error=6
2017-08-22 15:10:25,522 INFO: android_total=79, ios_total=18, android_error=54, ios_error=10
2017-08-22 15:10:25,763 INFO: android_total=14, ios_total=1, android_error=4, ios_error=0
2017-08-22 15:10:37,650 INFO: android_total=68, ios_total=32, android_error=43, ios_error=12
2017-08-22 15:10:38,088 INFO: android_total=86, ios_total=14, android_error=55, ios_error=8
2017-08-22 15:10:38,676 INFO: android_total=91, ios_total=9, android_error=57, ios_error=3
2017-08-22 15:10:39,188 INFO: android_total=91, ios_total=9, android_error=57, ios_error=3
2017-08-22 15:10:39,676 INFO: android_total=87, ios_total=13, android_error=63, ios_error=4
2017-08-22 15:10:40,206 INFO: android_total=84, ios_total=16, android_error=47, ios_error=7
2017-08-22 15:10:40,700 INFO: android_total=92, ios_total=8, android_error=34, ios_error=1
2017-08-22 15:10:41,155 INFO: android_total=90, ios_total=10, android_error=65, ios_error=7
2017-08-22 15:10:41,568 INFO: android_total=91, ios_total=9, android_error=64, ios_error=1
2017-08-22 15:10:41,932 INFO: android_total=63, ios_total=12, android_error=44, ios_error=5
2017-08-22 15:10:42,142 INFO: android_total=23, ios_total=2, android_error=11, ios_error=0
2017-08-22 15:10:43,114 INFO: android_total=83, ios_total=17, android_error=54, ios_error=4
2017-08-22 15:10:43,542 INFO: android_total=85, ios_total=15, android_error=62, ios_error=3
2017-08-22 15:10:44,035 INFO: android_total=90, ios_total=10, android_error=63, ios_error=3
2017-08-22 15:10:44,503 INFO: android_total=89, ios_total=11, android_error=61, ios_error=3
2017-08-22 15:10:45,069 INFO: android_total=88, ios_total=12, android_error=53, ios_error=1
2017-08-22 15:10:45,521 INFO: android_total=78, ios_total=22, android_error=54, ios_error=8
2017-08-22 15:10:45,969 INFO: android_total=89, ios_total=11, android_error=56, ios_error=6
2017-08-22 15:10:46,305 INFO: android_total=87, ios_total=13, android_error=34, ios_error=8
2017-08-22 15:10:46,784 INFO: android_total=82, ios_total=18, android_error=59, ios_error=7
2017-08-22 15:10:47,196 INFO: android_total=62, ios_total=10, android_error=38, ios_error=3
2017-08-22 15:10:47,546 INFO: android_total=25, ios_total=3, android_error=11, ios_error=0
2017-08-22 15:10:48,362 INFO: android_total=83, ios_total=17, android_error=57, ios_error=10
2017-08-22 15:10:48,660 INFO: android_total=2, ios_total=1, android_error=2, ios_error=0
2017-08-22 15:10:50,166 INFO: android_total=17, ios_total=1, android_error=4, ios_error=0
2017-08-22 15:11:01,948 INFO: android_total=68, ios_total=32, android_error=42, ios_error=12
2017-08-22 15:11:02,477 INFO: android_total=85, ios_total=15, android_error=55, ios_error=8
2017-08-22 15:11:03,009 INFO: android_total=91, ios_total=9, android_error=56, ios_error=3
2017-08-22 15:11:03,581 INFO: android_total=91, ios_total=9, android_error=57, ios_error=3
2017-08-22 15:11:04,151 INFO: android_total=86, ios_total=14, android_error=64, ios_error=4
2017-08-22 15:11:04,732 INFO: android_total=86, ios_total=14, android_error=49, ios_error=5
2017-08-22 15:11:05,310 INFO: android_total=92, ios_total=8, android_error=34, ios_error=1
2017-08-22 15:11:05,754 INFO: android_total=88, ios_total=12, android_error=63, ios_error=9
2017-08-22 15:11:06,380 INFO: android_total=91, ios_total=9, android_error=63, ios_error=1
2017-08-22 15:11:06,748 INFO: android_total=66, ios_total=9, android_error=46, ios_error=5
2017-08-22 15:11:06,994 INFO: android_total=23, ios_total=2, android_error=11, ios_error=0
2017-08-22 15:11:07,955 INFO: android_total=82, ios_total=18, android_error=53, ios_error=4
2017-08-22 15:11:08,465 INFO: android_total=86, ios_total=14, android_error=63, ios_error=2
2017-08-22 15:11:08,958 INFO: android_total=89, ios_total=11, android_error=61, ios_error=4
2017-08-22 15:11:09,435 INFO: android_total=90, ios_total=10, android_error=62, ios_error=2
2017-08-22 15:11:09,933 INFO: android_total=88, ios_total=12, android_error=53, ios_error=1
2017-08-22 15:11:10,379 INFO: android_total=82, ios_total=18, android_error=57, ios_error=7
2017-08-22 15:11:10,822 INFO: android_total=89, ios_total=11, android_error=58, ios_error=5
2017-08-22 15:11:11,171 INFO: android_total=87, ios_total=13, android_error=34, ios_error=8
2017-08-22 15:11:11,571 INFO: android_total=81, ios_total=19, android_error=55, ios_error=9
2017-08-22 15:11:11,990 INFO: android_total=61, ios_total=12, android_error=41, ios_error=4
2017-08-22 15:11:12,221 INFO: android_total=24, ios_total=3, android_error=11, ios_error=0
2017-08-22 15:11:13,631 INFO: android_total=85, ios_total=15, android_error=52, ios_error=6
2017-08-22 15:11:13,881 INFO: android_total=16, ios_total=5, android_error=13, ios_error=4
2017-08-22 15:11:14,109 INFO: android_total=20, ios_total=1, android_error=4, ios_error=0
2017-08-22 15:11:26,323 INFO: android_total=68, ios_total=32, android_error=43, ios_error=11
2017-08-22 15:11:27,031 INFO: android_total=85, ios_total=15, android_error=57, ios_error=7
2017-08-22 15:11:27,722 INFO: android_total=87, ios_total=13, android_error=53, ios_error=6
2017-08-22 15:11:28,597 INFO: android_total=90, ios_total=10, android_error=51, ios_error=1
2017-08-22 15:11:29,136 INFO: android_total=87, ios_total=13, android_error=41, ios_error=0
2017-08-22 15:11:29,624 INFO: android_total=86, ios_total=14, android_error=55, ios_error=7
2017-08-22 15:11:30,164 INFO: android_total=92, ios_total=8, android_error=55, ios_error=1
2017-08-22 15:11:30,728 INFO: android_total=83, ios_total=17, android_error=52, ios_error=8
2017-08-22 15:11:31,304 INFO: android_total=90, ios_total=10, android_error=66, ios_error=7
2017-08-22 15:11:31,656 INFO: android_total=21, ios_total=0, android_error=17, ios_error=0
2017-08-22 15:11:32,013 INFO: android_total=74, ios_total=5, android_error=32, ios_error=2
2017-08-22 15:11:33,092 INFO: android_total=88, ios_total=12, android_error=56, ios_error=1
2017-08-22 15:11:33,514 INFO: android_total=91, ios_total=9, android_error=63, ios_error=4
2017-08-22 15:11:34,041 INFO: android_total=83, ios_total=17, android_error=49, ios_error=5
2017-08-22 15:11:34,560 INFO: android_total=88, ios_total=12, android_error=58, ios_error=3
2017-08-22 15:11:35,009 INFO: android_total=88, ios_total=12, android_error=64, ios_error=6
2017-08-22 15:11:35,538 INFO: android_total=85, ios_total=15, android_error=37, ios_error=6
2017-08-22 15:11:35,940 INFO: android_total=88, ios_total=12, android_error=58, ios_error=3
2017-08-22 15:11:36,419 INFO: android_total=90, ios_total=10, android_error=54, ios_error=1
2017-08-22 15:11:36,935 INFO: android_total=85, ios_total=15, android_error=50, ios_error=2
2017-08-22 15:11:37,214 INFO: android_total=34, ios_total=6, android_error=26, ios_error=2
2017-08-22 15:11:37,533 INFO: android_total=55, ios_total=5, android_error=21, ios_error=2
2017-08-22 15:11:38,499 INFO: android_total=78, ios_total=22, android_error=49, ios_error=8
2017-08-22 15:11:39,207 INFO: android_total=86, ios_total=14, android_error=52, ios_error=11
2017-08-22 15:11:39,718 INFO: android_total=86, ios_total=14, android_error=55, ios_error=3
2017-08-22 15:11:40,280 INFO: android_total=88, ios_total=12, android_error=57, ios_error=5
2017-08-22 15:11:40,698 INFO: android_total=90, ios_total=10, android_error=38, ios_error=1
2017-08-22 15:11:41,159 INFO: android_total=79, ios_total=16, android_error=48, ios_error=8
2017-08-22 15:11:41,426 INFO: android_total=13, ios_total=2, android_error=4, ios_error=1
2017-08-22 15:11:53,961 INFO: android_total=77, ios_total=23, android_error=30, ios_error=9
2017-08-22 15:11:54,483 INFO: android_total=88, ios_total=12, android_error=36, ios_error=2
2017-08-22 15:11:59,593 INFO: android_total=82, ios_total=18, android_error=37, ios_error=6
2017-08-22 15:11:59,899 INFO: android_total=49, ios_total=7, android_error=19, ios_error=4
2017-08-22 15:12:00,198 INFO: android_total=62, ios_total=13, android_error=17, ios_error=3
2017-08-22 15:12:13,562 INFO: android_total=69, ios_total=31, android_error=43, ios_error=12
2017-08-22 15:12:14,018 INFO: android_total=85, ios_total=15, android_error=56, ios_error=9
2017-08-22 15:12:14,435 INFO: android_total=90, ios_total=10, android_error=54, ios_error=2
2017-08-22 15:12:14,894 INFO: android_total=91, ios_total=9, android_error=54, ios_error=3
2017-08-22 15:12:15,302 INFO: android_total=86, ios_total=14, android_error=57, ios_error=6
2017-08-22 15:12:15,712 INFO: android_total=87, ios_total=13, android_error=54, ios_error=4
2017-08-22 15:12:16,161 INFO: android_total=91, ios_total=9, android_error=31, ios_error=1
2017-08-22 15:12:16,500 INFO: android_total=86, ios_total=14, android_error=56, ios_error=9
2017-08-22 15:12:16,986 INFO: android_total=91, ios_total=9, android_error=63, ios_error=2
2017-08-22 15:12:17,269 INFO: android_total=68, ios_total=5, android_error=48, ios_error=3
2017-08-22 15:12:17,471 INFO: android_total=27, ios_total=0, android_error=14, ios_error=0
2017-08-22 15:12:18,407 INFO: android_total=82, ios_total=18, android_error=49, ios_error=5
2017-08-22 15:12:18,790 INFO: android_total=84, ios_total=16, android_error=58, ios_error=3
2017-08-22 15:12:19,215 INFO: android_total=88, ios_total=12, android_error=66, ios_error=5
2017-08-22 15:12:19,610 INFO: android_total=89, ios_total=11, android_error=61, ios_error=2
2017-08-22 15:12:20,025 INFO: android_total=93, ios_total=7, android_error=57, ios_error=1
2017-08-22 15:12:20,470 INFO: android_total=83, ios_total=17, android_error=52, ios_error=3
2017-08-22 15:12:20,891 INFO: android_total=82, ios_total=18, android_error=51, ios_error=6
2017-08-22 15:12:21,253 INFO: android_total=85, ios_total=15, android_error=31, ios_error=7
2017-08-22 15:12:21,967 INFO: android_total=83, ios_total=17, android_error=54, ios_error=10
2017-08-22 15:12:22,292 INFO: android_total=69, ios_total=10, android_error=50, ios_error=3
2017-08-22 15:12:22,485 INFO: android_total=18, ios_total=3, android_error=10, ios_error=1
2017-08-22 15:12:23,374 INFO: android_total=86, ios_total=14, android_error=54, ios_error=5
2017-08-22 15:12:23,713 INFO: android_total=68, ios_total=16, android_error=45, ios_error=8
2017-08-22 15:12:23,936 INFO: android_total=30, ios_total=2, android_error=8, ios_error=0
2017-08-22 15:12:36,959 INFO: android_total=70, ios_total=30, android_error=46, ios_error=14
2017-08-22 15:12:37,381 INFO: android_total=87, ios_total=13, android_error=56, ios_error=7
2017-08-22 15:12:37,863 INFO: android_total=91, ios_total=9, android_error=54, ios_error=3
2017-08-22 15:12:38,303 INFO: android_total=88, ios_total=12, android_error=51, ios_error=6
2017-08-22 15:12:38,663 INFO: android_total=88, ios_total=12, android_error=38, ios_error=0
2017-08-22 15:12:39,049 INFO: android_total=87, ios_total=13, android_error=59, ios_error=3
2017-08-22 15:12:39,496 INFO: android_total=84, ios_total=16, android_error=50, ios_error=7
2017-08-22 15:12:39,923 INFO: android_total=91, ios_total=9, android_error=68, ios_error=6
2017-08-22 15:12:40,373 INFO: android_total=91, ios_total=9, android_error=65, ios_error=2
2017-08-22 15:12:40,599 INFO: android_total=21, ios_total=1, android_error=13, ios_error=1
2017-08-22 15:12:40,860 INFO: android_total=73, ios_total=5, android_error=30, ios_error=2
2017-08-22 15:12:41,811 INFO: android_total=81, ios_total=19, android_error=51, ios_error=6
2017-08-22 15:12:42,221 INFO: android_total=85, ios_total=15, android_error=56, ios_error=3
2017-08-22 15:12:42,653 INFO: android_total=90, ios_total=10, android_error=69, ios_error=4
2017-08-22 15:12:43,099 INFO: android_total=89, ios_total=11, android_error=64, ios_error=2
2017-08-22 15:12:43,527 INFO: android_total=86, ios_total=14, android_error=50, ios_error=1
2017-08-22 15:12:43,881 INFO: android_total=85, ios_total=15, android_error=39, ios_error=7
2017-08-22 15:12:44,364 INFO: android_total=83, ios_total=17, android_error=57, ios_error=7
2017-08-22 15:12:44,897 INFO: android_total=87, ios_total=13, android_error=55, ios_error=5
2017-08-22 15:12:45,295 INFO: android_total=82, ios_total=18, android_error=54, ios_error=9
2017-08-22 15:12:45,514 INFO: android_total=18, ios_total=3, android_error=14, ios_error=1
2017-08-22 15:12:45,788 INFO: android_total=70, ios_total=9, android_error=30, ios_error=1
2017-08-22 15:12:46,963 INFO: android_total=87, ios_total=13, android_error=55, ios_error=5
2017-08-22 15:12:47,308 INFO: android_total=57, ios_total=15, android_error=38, ios_error=7
2017-08-22 15:12:47,541 INFO: android_total=39, ios_total=4, android_error=14, ios_error=1
2017-08-22 15:12:59,543 INFO: android_total=69, ios_total=31, android_error=43, ios_error=12
2017-08-22 15:12:59,908 INFO: android_total=85, ios_total=15, android_error=56, ios_error=9
2017-08-22 15:13:00,273 INFO: android_total=90, ios_total=10, android_error=54, ios_error=2
2017-08-22 15:13:00,666 INFO: android_total=91, ios_total=9, android_error=54, ios_error=3
2017-08-22 15:13:01,065 INFO: android_total=86, ios_total=14, android_error=57, ios_error=6
2017-08-22 15:13:01,451 INFO: android_total=87, ios_total=13, android_error=54, ios_error=4
2017-08-22 15:13:01,861 INFO: android_total=91, ios_total=9, android_error=31, ios_error=1
2017-08-22 15:13:02,208 INFO: android_total=86, ios_total=14, android_error=56, ios_error=9
2017-08-22 15:13:02,623 INFO: android_total=91, ios_total=9, android_error=63, ios_error=2
2017-08-22 15:13:02,935 INFO: android_total=68, ios_total=5, android_error=48, ios_error=3
2017-08-22 15:13:03,162 INFO: android_total=27, ios_total=0, android_error=14, ios_error=0
2017-08-22 15:13:04,159 INFO: android_total=82, ios_total=18, android_error=50, ios_error=5
2017-08-22 15:13:04,595 INFO: android_total=83, ios_total=17, android_error=57, ios_error=3
2017-08-22 15:13:05,039 INFO: android_total=89, ios_total=11, android_error=67, ios_error=5
2017-08-22 15:13:05,467 INFO: android_total=89, ios_total=11, android_error=61, ios_error=2
2017-08-22 15:13:05,922 INFO: android_total=92, ios_total=8, android_error=56, ios_error=1
2017-08-22 15:13:06,346 INFO: android_total=84, ios_total=16, android_error=53, ios_error=3
2017-08-22 15:13:06,777 INFO: android_total=82, ios_total=18, android_error=51, ios_error=6
2017-08-22 15:13:07,127 INFO: android_total=85, ios_total=15, android_error=31, ios_error=7
2017-08-22 15:13:07,505 INFO: android_total=83, ios_total=17, android_error=54, ios_error=10
2017-08-22 15:13:07,849 INFO: android_total=69, ios_total=10, android_error=49, ios_error=3
2017-08-22 15:13:08,036 INFO: android_total=18, ios_total=3, android_error=10, ios_error=1
2017-08-22 15:13:08,978 INFO: android_total=86, ios_total=14, android_error=54, ios_error=5
2017-08-22 15:13:09,330 INFO: android_total=67, ios_total=16, android_error=45, ios_error=8
2017-08-22 15:13:09,545 INFO: android_total=30, ios_total=2, android_error=8, ios_error=0
2017-08-23 10:53:03,643 INFO: android_total=64, ios_total=36, android_error=34, ios_error=9
2017-08-23 10:53:04,126 INFO: android_total=80, ios_total=20, android_error=36, ios_error=5
2017-08-23 10:53:04,577 INFO: android_total=68, ios_total=32, android_error=36, ios_error=12
2017-08-23 10:53:05,009 INFO: android_total=91, ios_total=9, android_error=26, ios_error=2
2017-08-23 10:53:05,567 INFO: android_total=80, ios_total=20, android_error=38, ios_error=6
2017-08-23 10:53:06,004 INFO: android_total=76, ios_total=24, android_error=40, ios_error=2
2017-08-23 10:53:06,429 INFO: android_total=85, ios_total=15, android_error=40, ios_error=4
2017-08-23 10:53:06,850 INFO: android_total=76, ios_total=24, android_error=44, ios_error=2
2017-08-23 10:53:07,271 INFO: android_total=93, ios_total=7, android_error=35, ios_error=3
2017-08-23 10:53:07,655 INFO: android_total=71, ios_total=28, android_error=39, ios_error=10
2017-08-23 10:53:09,190 INFO: android_total=66, ios_total=34, android_error=41, ios_error=13
2017-08-23 10:53:09,655 INFO: android_total=86, ios_total=14, android_error=53, ios_error=6
2017-08-23 10:53:10,137 INFO: android_total=89, ios_total=11, android_error=53, ios_error=5
2017-08-23 10:53:10,595 INFO: android_total=91, ios_total=9, android_error=55, ios_error=3
2017-08-23 10:53:10,974 INFO: android_total=88, ios_total=12, android_error=38, ios_error=0
2017-08-23 10:53:11,348 INFO: android_total=85, ios_total=15, android_error=58, ios_error=4
2017-08-23 10:53:11,769 INFO: android_total=88, ios_total=12, android_error=53, ios_error=2
2017-08-23 10:53:12,234 INFO: android_total=86, ios_total=14, android_error=60, ios_error=10
2017-08-23 10:53:12,623 INFO: android_total=89, ios_total=11, android_error=60, ios_error=2
2017-08-23 10:53:12,855 INFO: android_total=15, ios_total=1, android_error=11, ios_error=1
